Date,Team,Name,In_Out
2010-12-08,Cavaliers,Manny Harris,In
2010-12-08,Celtics,Rajon Rondo,In
2010-12-08,Hornets,Aaron Gray,Out
2010-12-08,Hornets,Didier Mbenga ,In
2010-12-08,Jazz,Kyrylo Fesenko,Out
2010-12-08,Knicks,Andy Rautins,Out
2010-12-08,Knicks,Bill Walker,In
2010-12-08,Nuggets,Carmelo Anthony,Out
2010-12-08,Pacers,Dahntay Jones,Out
2010-12-08,Pacers,Jeff Foster,In
2010-12-08,Pistons,DaJuan Summers,Out
2010-12-08,Raptors,Peja Stojakovic,Out
2010-12-08,Timberwolves,Darko Milicic,Out
2010-12-08,Wizards,John Wall ,Out
2010-12-09,76ers,Jason Kapono,Out
2010-12-09,76ers,Darius Songaila,In
2010-12-09,Celtics,Shaquille O'Neal,Out
2010-12-09,Mavericks,Alex Ajinca,Out
2010-12-09,Mavericks,Tyson Chandler,In
2010-12-09,Nets,Ben Uzoh,Out
2010-12-09,Nets,Derrick Favors,Out
2010-12-09,Nets,Joe Smith ,In
2010-12-10,Bobcats,Tyrus Thomas,Out
2010-12-10,Hawks,Zaza Pachulia,Out
2010-12-10,Jazz,Raja Bell,Out
2010-12-10,Raptors,Jose Calderon,Out
2010-12-10,Thunder,Nenad Krstic,Out
2010-12-10,Thunder,D.J. White,In
2010-12-10,Timberwolves,Darko Milicic,In
2010-12-10,Warriors,Stephen Curry,Out
2010-12-10,Warriors,Ekpe Udoh,In
2010-12-10,Wizards,Andray Blatche,In
2010-12-11,Bobcats,Sherron Collins,Out
2010-12-11,Bobcats,Tyrus Thomas,Out
2010-12-11,Bobcats,DeSagana Diop,In
2010-12-11,Bobcats,Eduardo Najera,In
2010-12-11,Bulls,Kurt Thomas,Out
2010-12-11,Bulls,Brian Scalabrine,In
2010-12-11,Cavaliers,Ryan Hollins,Out
2010-12-11,Hawks,Zaza Pachulia,Out
2010-12-11,Hawks,Jordan Crawford,In
2010-12-11,Jazz,Kyrylo Fesenko,Out
2010-12-11,Jazz,Raja Bell,Out
2010-12-11,Nuggets,Carmelo Anthony,Out
2010-12-11,Pacers,Jeff Foster,Out
2010-12-11,Pacers,Dahntay Jones,In
2010-12-11,Raptors,Jose Calderon,Out
2010-12-11,Raptors,Peja Stojakovic,Out
2010-12-11,Raptors,Solomon Alabi,In
2010-12-11,Thunder,B.J. Mullens,Out
2010-12-11,Thunder,Morris Peterson,In
2010-12-11,Warriors,Stephen Curry,Out
2010-12-11,Wizards,Kevin Seraphin,Out
2010-12-12,Magic,Chris Duhon,Out
2010-12-12,Nets,Damion James,Out
2010-12-12,Nets,Troy Murphy,Out
2010-12-12,Nets,Derrick Favors,In
2010-12-12,Nets,Stephen Graham,In
2010-12-12,Thunder,Nenad Krstic,Out
2010-12-12,Thunder,B.J. Mullens,In
2010-12-13,Bucks,Brian Skinner,Out
2010-12-13,Bucks,Drew Gooden,In
2010-12-13,Grizzlies,DeMarre Carroll,Out
2010-12-13,Grizzlies,Hamed Haddadi,In
2010-12-13,Hornets,Didier Mbenga ,Out
2010-12-13,Hornets,Aaron Gray,In
2010-12-13,Jazz,Raja Bell,Out
2010-12-13,Mavericks,Alex Ajinca,Out
2010-12-13,Mavericks,Brian Cardinal,In
2010-12-13,Nets,Damion James,Out
2010-12-13,Pacers,A.J. Price,Out
2010-12-13,Pacers,Danny Granger,Out
2010-12-13,Pacers,Dahntay Jones,In
2010-12-13,Pacers,Paul George,In
2010-12-14,Bobcats,DeSagana Diop,Out
2010-12-14,Bobcats,Eduardo Najera,Out
2010-12-14,Bobcats,Gerald Henderson Jr.,In
2010-12-14,Bobcats,Tyrus Thomas,In
2010-12-14,Kings,Tyreke Evans,Out
2010-12-14,Lakers,Devin Ebanks,Out
2010-12-14,Lakers,Andrew Bynum,In
2010-12-14,Magic,Mickael Pietrus,Out
2010-12-14,Magic,Quentin Richardson,Out
2010-12-14,Nets,Terrence Williams,Out
2010-12-14,Nets,Ben Uzoh,In
2010-12-14,Nuggets,Chauncey Billups,Out
2010-12-14,Raptors,Peja Stojakovic,Out
2010-12-14,Timberwolves,Kosta Koufos,Out
2010-12-14,Timberwolves,Sundiata Gaines,Out
2010-12-14,Timberwolves,Jonny Flynn,In
2010-12-14,Timberwolves,Martell Webster,In
2010-12-14,Wizards,Andray Blatche,Out
2010-12-14,Wizards,John Wall ,Out
2010-12-14,Wizards,Hamady N'Diaye,In
2010-12-14,Wizards,Kevin Seraphin,In
2010-12-15,Bobcats,Gerald Wallace,Out
2010-12-15,Bobcats,DeSagana Diop,In
2010-12-15,Bucks,John Salmons,Out
2010-12-15,Bulls,Joakim Noah,Out
2010-12-15,Bulls,Kurt Thomas,Out
2010-12-15,Bulls,Brian Scalabrine,In
2010-12-15,Celtics,Shaquille O'Neal,Out
2010-12-15,Clippers,Willie Warren,Out
2010-12-15,Clippers,Randy Foye,In
2010-12-15,Hornets,Aaron Gray,Out
2010-12-15,Hornets,Didier Mbenga ,In
2010-12-15,Lakers,Devin Ebanks,In
2010-12-15,Pacers,Danny Granger,In
2010-12-15,Raptors,Andrea Bargnani,Out
2010-12-15,Raptors,Peja Stojakovic,Out
2010-12-15,Suns,Garret Siler,Out
2010-12-15,Suns,Robin Lopez,In
2010-12-15,Wizards,Jianlian Yi,Out
2010-12-15,Lakers,Joe Smith ,Out
2010-12-16,Bulls,Joakim Noah,Out
2010-12-16,Celtics,Rajon Rondo,Out
2010-12-16,Celtics,Shaquille O'Neal,Out
2010-12-16,Hawks,Jamal Crawford,Out
2010-12-16,Hawks,Jordan Crawford,In
2010-12-16,Nets,Anthony Morrow,Out
2010-12-16,Nets,Sasha Vujacic,Out
2010-12-16,Nets,Troy Murphy,In
2010-12-16,Nuggets,Chauncey Billups,Out
2010-12-16,Rockets,Yao Ming,Out
2010-12-16,Spurs,Tiago Splitter,Out
2010-12-16,Wizards,John Wallace,Out
2010-12-16,Wizards,Jianlian Yi,Out
2010-12-16,Wizards,John Wallace,In
2010-12-17,Blazers,Brandon Roy,Out
2010-12-17,Cavaliers,Joey Graham,Out
2010-12-17,Cavaliers,Leon Powe,Out
2010-12-17,Cavaliers,Jamario Moon,In
2010-12-17,Cavaliers,Samardo Samuels,In
2010-12-17,Hawks,Jordan Crawford,Out
2010-12-17,Hawks,Joe Johnson,In
2010-12-17,Jazz,Jeremy Evans,Out
2010-12-17,Jazz,Mehmet Okur,In
2010-12-17,Lakers,Devin Ebanks,Out
2010-12-17,Lakers,Joe Smith ,In
2010-12-17,Nets,Anthony Morrow,Out
2010-12-17,Nets,Sasha Vujacic,In
2010-12-17,Pacers,Paul George,Out
2010-12-17,Pistons,Austin Daye,Out
2010-12-17,Pistons,DaJuan Summers,In
2010-12-17,Raptors,Peja Stojakovic,Out
2010-12-17,Raptors,Sonny Weems,Out
2010-12-17,Raptors,Jose Calderon,In
2010-12-17,Thunder,Morris Peterson,Out
2010-12-17,Thunder,Cole Aldrich,In
2010-12-17,Timberwolves,Lazar Hayward,Out
2010-12-17,Timberwolves,Kosta Koufos,In
2010-12-18,Blazers,Brandon Roy,Out
2010-12-18,Blazers,Joel Przybilla,Out
2010-12-18,Blazers,Marcus Camby,Out
2010-12-18,Blazers,Nicolas Batum,Out
2010-12-18,Bulls,Joakim Noah,Out
2010-12-18,Bulls,Kurt Thomas,In
2010-12-18,Clippers,Brian Cook,Out
2010-12-18,Clippers,Willie Warren,In
2010-12-18,Jazz,Gordon Hayward,Out
2010-12-18,Jazz,Jeremy Evans,In
2010-12-18,Nuggets,Chauncey Billups,Out
2010-12-18,Spurs,George Hill,Out
2010-12-18,Timberwolves,Darko Milicic,Out
2010-12-18,Timberwolves,Nikola Pekovic,Out
2010-12-18,Timberwolves,Lazar Hayward,In
2010-12-18,Timberwolves,Sundiata Gaines,In
2010-12-18,Warriors,Andris Biedrins,Out
2010-12-18,Warriors,Rodney Carney,In
2010-12-18,Wizards,John Wallace,Out
2010-12-18,Wizards,Andray Blatche,In
2010-12-18,Wizards,Josh Howard,In
2010-12-18,Blazers,Luke Babbitt,In
2010-12-19,Celtics,Rajon Rondo,Out
2010-12-19,Kings,Jason Thompson,Out
2010-12-19,Kings,Jermaine Taylor,In
2010-12-19,Lakers,Derrick Caracter,Out
2010-12-19,Lakers,Devin Ebanks,In
2010-12-19,Nets,Quinton Ross,Out
2010-12-19,Pacers,Josh McRoberts,Out
2010-12-19,Pacers,A.J. Price,In
2010-12-19,Pistons,Richard Hamilton,Out
2010-12-19,Pistons,Rodney Stuckey,Out
2010-12-19,Raptors,Andrea Bargnani,Out
2010-12-19,Raptors,Sonny Weems,Out
2010-12-19,Rockets,Ish Smith,Out
2010-12-19,Rockets,Jared Jeffries,Out
2010-12-19,Rockets,Aaron Brooks,In
2010-12-19,Rockets,Terrence Williams,In
2010-12-20,Blazers,Brandon Roy,Out
2010-12-20,Blazers,Marcus Camby,Out
2010-12-20,Bucks,Brandon Jennings,Out
2010-12-20,Bucks,Corey Maggette,Out
2010-12-20,Bucks,Brian Skinner,In
2010-12-20,Clippers,Craig Smith,Out
2010-12-20,Heat,Jamaal Magloire,Out
2010-12-20,Heat,Mike Miller,In
2010-12-20,Hornets,Marcus Banks,Out
2010-12-20,Hornets,Aaron Gray,In
2010-12-20,Jazz,Mehmet Okur,Out
2010-12-20,Jazz,Gordon Hayward,In
2010-12-20,Pacers,Dahntay Jones,Out
2010-12-20,Pacers,Josh McRoberts,In
2010-12-20,Spurs,George Hill,Out
2010-12-20,Timberwolves,Sundiata Gaines,Out
2010-12-20,Timberwolves,Darko Milicic,In
2010-12-20,Warriors,Dan Gadzuric,Out
2010-12-20,Bucks,Carlos Delfino,In
2010-12-20,Bucks,Carlos Delfino,Out
2010-12-21,Bobcats,DeSagana Diop,Out
2010-12-21,Bucks,Carlos Delfino,Out
2010-12-21,Bucks,Drew Gooden,Out
2010-12-21,Bulls,Taj Gibson,Out
2010-12-21,Bulls,John Lucas III,In
2010-12-21,Magic,Malik Allen,Out
2010-12-21,Mavericks,Steve Novak,Out
2010-12-21,Mavericks,Alex Ajinca,In
2010-12-21,Nets,Quinton Ross,Out
2010-12-21,Warriors,Dan Gadzuric,Out
2010-12-21,Bobcats,Sherron Collins,In
2010-12-22,76ers,Darius Songaila,Out
2010-12-22,76ers,Craig Brackins,In
2010-12-22,Bulls,John Lucas III,Out
2010-12-22,Bulls,Taj Gibson,In
2010-12-22,Cavaliers,Samardo Samuels,Out
2010-12-22,Cavaliers,Leon Powe,In
2010-12-22,Celtics,Rajon Rondo,Out
2010-12-22,Clippers,Craig Smith,Out
2010-12-22,Hawks,Etan Thomas,Out
2010-12-22,Hawks,Jordan Crawford,In
2010-12-22,Nets,Quinton Ross,Out
2010-12-22,Nuggets,Melvin Ely,Out
2010-12-22,Nuggets,Chris Andersen,In
2010-12-22,Nuggets,Kenyon Martin,In
2010-12-22,Pistons,DaJuan Summers,Out
2010-12-22,Pistons,Austin Daye,In
2010-12-22,Raptors,Jerryd Bayless,Out
2010-12-22,Raptors,Sonny Weems,Out
2010-12-22,Spurs,George Hill,Out
2010-12-22,Timberwolves,Sebastian Telfair,Out
2010-12-22,Timberwolves,Sundiata Gaines,In
2010-12-22,Wizards,Hamady N'Diaye,Out
2010-12-23,Bucks,Carlos Delfino,Out
2010-12-23,Bucks,Drew Gooden,Out
2010-12-23,Heat,Dwyane Wade,Out
2010-12-23,Heat,Jamaal Magloire,In
2010-12-23,Magic,Daniel Orton,Out
2010-12-23,Magic,Malik Allen,Out
2010-12-23,Magic,Ryan Anderson,In
2010-12-23,Spurs,George Hill,Out
2010-12-23,Suns,Vince Carter,Out
2010-12-23,Suns,Gani Lawal,In
2010-12-23,Suns,Garret Siler,In
2010-12-25,Blazers,Brandon Roy,Out
2010-12-25,Celtics,Rajon Rondo,Out
2010-12-25,Celtics,Semih Erden,Out
2010-12-25,Celtics,Jermaine O'Neal,In
2010-12-25,Heat,Jamaal Magloire,Out
2010-12-25,Heat,Dwyane Wade,In
2010-12-25,Lakers,Devin Ebanks,Out
2010-12-25,Lakers,Derrick Caracter,In
2010-12-25,Magic,Jason Williams,Out
2010-12-25,Nuggets,Renaldo Balkman,Out
2010-12-25,Nuggets,Melvin Ely,In
2010-12-25,Thunder,Cole Aldrich,Out
2010-12-25,Thunder,Nenad Krstic,In
2010-12-25,Warriors,Charlie Bell,Out
2010-12-25,Warriors,Dan Gadzuric,Out
2010-12-25,Warriors,Brandan Wright,In
2010-12-25,Warriors,Stephen Curry,In
2010-12-26,76ers,Darius Songaila,In
2010-12-26,Cavaliers,Daniel Gibson,Out
2010-12-26,Cavaliers,Samardo Samuels,In
2010-12-26,Hawks,Jordan Crawford,Out
2010-12-26,Hawks,Jamal Crawford,In
2010-12-26,Pacers,A.J. Price,Out
2010-12-26,Pacers,Dahntay Jones,In
2010-12-26,Timberwolves,Sundiata Gaines,Out
2010-12-26,Timberwolves,Sebastian Telfair,In
2010-12-26,Wizards,Hamady N'Diaye,In
2010-12-26,Wizards,John Wallace,In
2010-12-27,76ers,Andre Iguodala,Out
2010-12-27,Blazers,Brandon Roy,Out
2010-12-27,Bobcats,Dominic McGuire,Out
2010-12-27,Bobcats,Sherron Collins,Out
2010-12-27,Bobcats,DeSagana Diop,In
2010-12-27,Bobcats,Eduardo Najera,In
2010-12-27,Bucks,Carlos Delfino,Out
2010-12-27,Bucks,Drew Gooden,Out
2010-12-27,Bucks,Corey Maggette,In
2010-12-27,Jazz,Jeremy Evans,Out
2010-12-27,Jazz,Mehmet Okur,In
2010-12-27,Kings,Luther Head,Out
2010-12-27,Kings,Jason Thompson,In
2010-12-27,Magic,Jason Williams,Out
2010-12-27,Mavericks,Brian Cardinal,Out
2010-12-27,Mavericks,Steve Novak,In
2010-12-27,Raptors,Andrea Bargnani,Out
2010-12-27,Raptors,Sonny Weems,Out
2010-12-27,Timberwolves,Lazar Hayward,Out
2010-12-27,Timberwolves,Nikola Pekovic,In
2010-12-27,Wizards,Hamady N'Diaye,Out
2010-12-27,Wizards,Hilton Armstrong,Out
2010-12-28,Blazers,Brandon Roy,Out
2010-12-28,Blazers,Marcus Camby,Out
2010-12-28,Bucks,Drew Gooden,Out
2010-12-28,Cavaliers,Samardo Samuels,Out
2010-12-28,Cavaliers,Daniel Gibson,In
2010-12-28,Magic,Jason Williams,Out
2010-12-28,Magic,Quentin Richardson,Out
2010-12-28,Mavericks,Dirk Nowitzki,Out
2010-12-28,Mavericks,Brian Cardinal,In
2010-12-28,Nuggets,Al Harrington,Out
2010-12-28,Nuggets,Renaldo Balkman,In
2010-12-28,Raptors,Jose Calderon,Out
2010-12-28,Raptors,Sonny Weems,Out
2010-12-29,76ers,Andre Iguodala,Out
2010-12-29,76ers,Darius Songaila,Out
2010-12-29,76ers,Jason Kapono,In
2010-12-29,Bobcats,Eduardo Najera,Out
2010-12-29,Bobcats,Kwame Brown,Out
2010-12-29,Bobcats,Tyrus Thomas,Out
2010-12-29,Bobcats,Dominic McGuire,In
2010-12-29,Bobcats,Gerald Wallace,In
2010-12-29,Bobcats,Sherron Collins,In
2010-12-29,Cavaliers,Mo Williams,Out
2010-12-29,Celtics,Semih Erden,Out
2010-12-29,Hornets,Aaron Gray,Out
2010-12-29,Jazz,Andrei Kirilenko,Out
2010-12-29,Jazz,C.J. Miles,Out
2010-12-29,Jazz,Jeremy Evans,In
2010-12-29,Nuggets,Kenyon Martin,Out
2010-12-29,Nuggets,Nene Hilario ,Out
2010-12-29,Pacers,Dahntay Jones,Out
2010-12-29,Pacers,Jeff Foster,Out
2010-12-29,Pacers,A.J. Price,In
2010-12-29,Pacers,Paul George,In
2010-12-29,Pistons,Rodney Stuckey,Out
2010-12-29,Pistons,DaJuan Summers,In
2010-12-29,Suns,Gani Lawal,Out
2010-12-29,Suns,Vince Carter,In
2010-12-29,Warriors,Jeremy Lin,Out
2010-12-29,Warriors,Charlie Bell,In
2010-12-29,Wizards,Lester Hudson,Out
2010-12-29,Wizards,Hilton Armstrong,In
2010-12-30,Jazz,C.J. Miles,Out
2010-12-30,Jazz,Mehmet Okur,Out
2010-12-30,Magic,Jason Williams,Out
2010-12-30,Magic,Quentin Richardson,Out
2010-12-30,Rockets,Chuck Hayes,Out
2010-12-31,Cavaliers,Anderson Varejao,Out
2010-12-31,Celtics,Kevin Garnett,Out
2010-12-31,Hawks,Marvin Williams,Out
2010-12-31,Nets,Jordan Farmar,Out
2010-12-31,Nets,Troy Murphy,Out
2010-12-31,Raptors,Sonny Weems,Out
2010-12-31,Rockets,Chuck Hayes,Out
2010-12-31,Rockets,Jared Jeffries,In
2010-12-31,Suns,Garret Siler,Out
2010-12-31,Suns,Gani Lawal,In
2010-12-31,Warriors,Brandan Wright,Out
2010-12-31,Wizards,Kevin Seraphin,Out
2010-12-31,Wizards,Kirk Hinrich,Out
2010-12-31,Wizards,Lester Hudson,In
2010-12-31,Wizards,Jianlian Yi,In
2010-12-31,Celtics,Rajon Rondo,In
2010-12-31,Celtics,Rajon Rondo,Out
2011-01-01,Bucks,Drew Gooden,Out
2011-01-01,Cavaliers,Anderson Varejao,Out
2011-01-01,Cavaliers,Daniel Gibson,Out
2011-01-01,Cavaliers,Mo Williams,Out
2011-01-01,Cavaliers,Samardo Samuels,In
2011-01-01,Grizzlies,Rudy Gay,Out
2011-01-01,Grizzlies,Xavier Henry,Out
2011-01-01,Hornets,Didier Mbenga ,Out
2011-01-01,Hornets,Aaron Gray,In
2011-01-01,Jazz,C.J. Miles,Out
2011-01-01,Jazz,Mehmet Okur,Out
2011-01-01,Jazz,Andrei Kirilenko,In
2011-01-01,Mavericks,Shawn Marion,Out
2011-01-01,Nets,Jordan Farmar,Out
2011-01-01,Nuggets,Melvin Ely,Out
2011-01-01,Timberwolves,Jonny Flynn,Out
2011-01-01,Timberwolves,Sundiata Gaines,In
2011-01-01,Wizards,Josh Howard,Out
2011-01-01,Wizards,Kevin Seraphin,In
2011-01-02,Blazers,Brandon Roy,Out
2011-01-02,Cavaliers,Daniel Gibson,Out
2011-01-02,Hawks,Marvin Williams,Out
2011-01-02,Hawks,Etan Thomas,In
2011-01-02,Knicks,Timofey Mozgov,Out
2011-01-02,Mavericks,Caron Butler,Out
2011-01-02,Pacers,A.J. Price,Out
2011-01-02,Pacers,Jeff Foster,In
2011-01-02,Raptors,Jerryd Bayless,Out
2011-01-02,Raptors,Sonny Weems,Out
2011-01-02,Mavericks,Dominique Jones,In
2011-01-02,Cavaliers,Christian Eyenga,In
2011-01-03,76ers,Spencer Hawes,Out
2011-01-03,Bobcats,DeSagana Diop,Out
2011-01-03,Bobcats,Gerald Wallace,Out
2011-01-03,Bobcats,Nazr Mohammed,Out
2011-01-03,Bobcats,Eduardo Najera,In
2011-01-03,Bobcats,Kwame Brown,In
2011-01-03,Bobcats,Tyrus Thomas,In
2011-01-03,Knicks,Danilo Gallinari,Out
2011-01-03,Pistons,Chris Wilcox,Out
2011-01-03,Pistons,Rodney Stuckey,In
2011-01-03,Timberwolves,Sundiata Gaines,Out
2011-01-03,Timberwolves,Jonny Flynn,In
2011-01-03,Warriors,David Lee,Out
2011-01-03,Warriors,Brandan Wright,In
2011-01-03,Warriors,Dan Gadzuric,In
2011-01-04,Blazers,Brandon Roy,Out
2011-01-04,Blazers,Joel Przybilla,In
2011-01-04,Bucks,Drew Gooden,Out
2011-01-04,Grizzlies,O.J. Mayo,Out
2011-01-04,Grizzlies,Xavier Henry,Out
2011-01-04,Knicks,Danilo Gallinari,Out
2011-01-04,Knicks,Andy Rautins,In
2011-01-04,Mavericks,Caron Butler,Out
2011-01-04,Pistons,Chris Wilcox,Out
2011-01-04,Raptors,Sonny Weems,Out
2011-01-04,Raptors,Andrea Bargnani,In
2011-01-05,76ers,Tony Battie,Out
2011-01-05,Bobcats,DeSagana Diop,Out
2011-01-05,Bobcats,Stephen Jackson,Out
2011-01-05,Bucks,Brandon Jennings,Out
2011-01-05,Bucks,Drew Gooden,Out
2011-01-05,Bucks,Brandon Jennings,In
2011-01-05,Cavaliers,Anthony Parker,Out
2011-01-05,Cavaliers,Jamario Moon,Out
2011-01-05,Cavaliers,Anderson Varejao,In
2011-01-05,Cavaliers,Daniel Gibson,In
2011-01-05,Hawks,Jordan Crawford,In
2011-01-05,Jazz,Paul Millsap,Out
2011-01-05,Nuggets,Renaldo Balkman,Out
2011-01-05,Nuggets,Al Harrington,In
2011-01-05,Rockets,Aaron Brooks,Out
2011-01-05,Rockets,Ish Smith,In
2011-01-05,Warriors,Charlie Bell,Out
2011-01-05,Warriors,Andris Biedrins,In
2011-01-05,Warriors,David Lee,In
2011-01-05,Wizards,Cartier Martin,Out
2011-01-05,Wizards,Josh Howard,In
2011-01-05,Wizards,Kirk Hinrich,In
2011-01-06,Cavaliers,Daniel Gibson,Out
2011-01-06,Nuggets,Kenyon Martin,Out
2011-01-06,Nuggets,Renaldo Balkman,In
2011-01-06,Suns,Gani Lawal,Out
2011-01-07,76ers,Tony Battie,Out
2011-01-07,76ers,Darius Songaila,In
2011-01-07,Bucks,Brandon Jennings,Out
2011-01-07,Bucks,Drew Gooden,Out
2011-01-07,Cavaliers,Anderson Varejao,Out
2011-01-07,Cavaliers,Anthony Parker,Out
2011-01-07,Cavaliers,Daniel Gibson,Out
2011-01-07,Cavaliers,Leon Powe,Out
2011-01-07,Cavaliers,Anthony Parker,In
2011-01-07,Cavaliers,Jamario Moon,In
2011-01-07,Grizzlies,Xavier Henry,Out
2011-01-07,Grizzlies,DeMarre Carroll,In
2011-01-07,Nets,Troy Murphy,In
2011-01-07,Pacers,Solomon Jones,Out
2011-01-07,Pacers,Lance Stephenson,In
2011-01-07,Raptors,Jerryd Bayless,Out
2011-01-07,Raptors,Solomon Alabi,Out
2011-01-07,Rockets,Yao Ming,Out
2011-01-07,Timberwolves,Sebastian Telfair,Out
2011-01-07,Timberwolves,Anthony Tolliver,In
2011-01-07,Wizards,Josh Howard,Out
2011-01-07,Wizards,Cartier Martin,In
2011-01-07,Raptors,Sonny Weems,In
2011-01-07,Raptors,Sonny Weems,Out
2011-01-08,Bucks,Andrew Bogut,Out
2011-01-08,Bucks,Brandon Jennings,Out
2011-01-08,Bucks,Drew Gooden,Out
2011-01-08,Hawks,Etan Thomas,Out
2011-01-08,Lakers,Matt Barnes,Out
2011-01-08,Nets,Devin Harris,Out
2011-01-08,Pacers,Josh McRoberts,Out
2011-01-08,Pacers,Lance Stephenson,Out
2011-01-08,Pacers,A.J. Price,In
2011-01-08,Pacers,Solomon Jones,In
2011-01-08,Pistons,DaJuan Summers,Out
2011-01-08,Pistons,Chris Wilcox,In
2011-01-09,Cavaliers,Anthony Parker,Out
2011-01-09,Kings,Tyreke Evans,Out
2011-01-09,Kings,Luther Head,In
2011-01-09,Lakers,Matt Barnes,Out
2011-01-09,Nuggets,Chris Andersen,Out
2011-01-09,Nuggets,Ty Lawson,Out
2011-01-09,Nuggets,Melvin Ely,In
2011-01-09,Raptors,Sonny Weems,Out
2011-01-09,Suns,Gani Lawal,Out
2011-01-09,Timberwolves,Kosta Koufos,Out
2011-01-09,Timberwolves,Sebastian Telfair,In
2011-01-09,Lakers,Devin Ebanks,In
2011-01-10,Rockets,Brad Miller,Out
2011-01-10,Rockets,Kevin Martin,Out
2011-01-10,Rockets,Aaron Brooks,In
2011-01-11,76ers,Darius Songaila,Out
2011-01-11,76ers,Andre Iguodala,In
2011-01-11,Cavaliers,Anderson Varejao,Out
2011-01-11,Cavaliers,Anthony Parker,Out
2011-01-11,Knicks,Anthony Randolph,Out
2011-01-11,Lakers,Matt Barnes,Out
2011-01-11,Nuggets,Melvin Ely,Out
2011-01-11,Nuggets,Renaldo Balkman,Out
2011-01-11,Nuggets,Chris Andersen,In
2011-01-11,Nuggets,Kenyon Martin,In
2011-01-11,Suns,Grant Hill,Out
2011-01-11,Suns,Garret Siler,In
2011-01-12,Bobcats,Derrick Brown,Out
2011-01-12,Bobcats,Gerald Wallace,In
2011-01-12,Bucks,Brandon Jennings,Out
2011-01-12,Celtics,Jermaine O'Neal,Out
2011-01-12,Grizzlies,Tony Allen,Out
2011-01-12,Hornets,David Andersen,Out
2011-01-12,Hornets,Didier Mbenga ,In
2011-01-12,Jazz,Jeremy Evans,Out
2011-01-12,Jazz,Mehmet Okur,In
2011-01-12,Nets,Anthony Morrow,Out
2011-01-12,Nets,Troy Murphy,Out
2011-01-12,Nets,Anthony Morrow,In
2011-01-12,Pistons,Ben Wallace,Out
2011-01-12,Pistons,DaJuan Summers,In
2011-01-12,Rockets,Brad Miller,Out
2011-01-12,Warriors,Reggie Williams,Out
2011-01-13,Heat,LeBron James,Out
2011-01-13,Nuggets,Chris Andersen,Out
2011-01-13,Nuggets,Melvin Ely,In
2011-01-13,Timberwolves,Michael Beasley,Out
2011-01-13,Timberwolves,Sebastian Telfair,Out
2011-01-13,Timberwolves,Kosta Koufos,In
2011-01-13,Timberwolves,Lazar Hayward,In
2011-01-13,Wizards,Andray Blatche,Out
2011-01-14,76ers,Craig Brackins,Out
2011-01-14,76ers,Darius Songaila,In
2011-01-14,Bobcats,Sherron Collins,Out
2011-01-14,Bobcats,Derrick Brown,In
2011-01-14,Bobcats,Nazr Mohammed,In
2011-01-14,Bucks,Brandon Jennings,Out
2011-01-14,Cavaliers,Anderson Varejao,Out
2011-01-14,Cavaliers,Anthony Parker,Out
2011-01-14,Cavaliers,Christian Eyenga,Out
2011-01-14,Cavaliers,Daniel Gibson,Out
2011-01-14,Cavaliers,Daniel Gibson,In
2011-01-14,Celtics,Jermaine O'Neal,Out
2011-01-14,Celtics,Kevin Garnett,Out
2011-01-14,Celtics,Kevin Garnett,In
2011-01-14,Hornets,Marco Belinelli,Out
2011-01-14,Hornets,David Andersen,In
2011-01-14,Kings,Luther Head,Out
2011-01-14,Kings,Tyreke Evans,In
2011-01-14,Knicks,Ronny Turiaf,Out
2011-01-14,Pacers,A.J. Price,Out
2011-01-14,Pacers,Solomon Jones,Out
2011-01-14,Pacers,Josh McRoberts,In
2011-01-14,Pacers,Lance Stephenson,In
2011-01-14,Raptors,Leandro Barbosa,Out
2011-01-14,Raptors,Sonny Weems,Out
2011-01-14,Rockets,Brad Miller,Out
2011-01-14,Rockets,Ish Smith,Out
2011-01-14,Rockets,Chuck Hayes,In
2011-01-14,Rockets,Kevin Martin,In
2011-01-14,Spurs,Matt Bonner,Out
2011-01-14,Suns,Garret Siler,Out
2011-01-14,Suns,Grant Hill,In
2011-01-14,Warriors,Brandan Wright,Out
2011-01-14,Cavaliers,Joey Graham,In
2011-01-14,Celtics,Avery Bradley,Out
2011-01-14,Raptors,Solomon Alabi,In
2011-01-14,Cavaliers,Joey Graham,Out
2011-01-15,Bobcats,Derrick Brown,Out
2011-01-15,Cavaliers,Christian Eyenga,Out
2011-01-15,Cavaliers,Daniel Gibson,Out
2011-01-15,Cavaliers,Joey Graham,Out
2011-01-15,Grizzlies,Tony Allen,Out
2011-01-15,Heat,LeBron James,Out
2011-01-15,Heat,Jamaal Magloire,In
2011-01-15,Mavericks,Tyson Chandler,Out
2011-01-15,Mavericks,Dirk Nowitzki,In
2011-01-15,Nets,Anthony Morrow,Out
2011-01-15,Nuggets,Kenyon Martin,Out
2011-01-15,Nuggets,Renaldo Balkman,In
2011-01-15,Raptors,Jerryd Bayless,Out
2011-01-15,Raptors,Leandro Barbosa,Out
2011-01-16,Nuggets,Renaldo Balkman,Out
2011-01-16,Nuggets,Kenyon Martin,In
2011-01-16,Spurs,Matt Bonner,Out
2011-01-17,76ers,Andres Nocioni,Out
2011-01-17,76ers,Tony Battie,In
2011-01-17,Blazers,Brandon Roy,Out
2011-01-17,Bucks,Brandon Jennings,Out
2011-01-17,Bulls,Carlos Boozer,Out
2011-01-17,Celtics,Jermaine O'Neal,Out
